,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
455,"
Good.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
456,Excellent.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
457,Glad to hear that.,0,0,0,0,0.062968366,0.002492283,0.001864403,0.000316172,0.001405989,0.007335667,0.00466146,0.000219866,0.004224439,3.27E-05,2.52E-05,0.002676419,4.02E-05,0.000964178,0.000214306,0.001438398,9.84E-05,0.90093708,0.000262736,0.00183155,0.001788167,0.001485878,3.71E-05,0.000324746,0.001394454,4.65E-05,5.58E-05,0.000156726,1.80E-05,9.16E-05,6.23E-06,0.000176097,0.000210111,0.000109426,1.15E-05,1.71E-05,2.48E-05,7.41E-06,2.58E-06,1.36E-05,1.24E-05
458,And I think I do get that information.,0,0,0,0,0.649190187,0.000106507,0.330478728,0.002390438,0.005435037,0.000447866,0.000581511,0.000188776,0.001128874,5.92E-05,8.01E-05,2.11E-05,0.001786422,0.000442678,1.40E-05,0.001446387,0.000210552,0.000262061,0.002593699,5.11E-05,3.93E-05,6.47E-05,4.98E-05,0.000172219,0.000258249,0.00088,0.000802498,2.04E-05,0.000281503,1.64E-05,7.88E-06,0.000172747,2.18E-05,4.85E-05,0.000105017,2.50E-05,2.19E-05,2.11E-05,6.42E-05,4.31E-06,7.27E-06
459,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
460,Why do we still have alerts here for your mammogram.,0,0,0,0,0.019688392,0.000365748,0.01608967,0.00164166,0.000691693,0.002115324,0.019160766,0.000607183,0.002001711,0.490272939,0.002254813,0.00080556,0.003628506,0.000973356,0.00170997,0.034563661,0.001631161,0.002364855,0.000893207,0.023109747,0.015009152,0.003203837,0.02296347,0.296736121,0.004048879,0.001457592,0.000255907,0.001471801,0.000990603,0.000763977,0.002424429,0.000654612,0.003499738,0.003534094,0.000670486,0.011085696,0.000535313,0.000160202,0.005577359,0.000242957,0.000143908
461,"
Oh wow, okay.",0,0,0,0,0.002599086,0.787116289,0.00211213,0.05093693,0.005010976,0.015258412,0.000790954,0.002369305,0.004649372,0.000751453,0.000664066,0.08212176,0.00076176,0.000851273,0.004409121,0.000925272,0.002232968,0.002915451,0.001684785,0.00484667,0.002757275,0.004557033,0.001850827,0.000979272,0.005914391,0.000376368,0.000489932,0.000765004,0.001011215,0.000902599,0.000156388,0.000759703,0.000944203,0.001246289,0.000273374,0.00138213,0.000988895,0.000238924,0.000567661,0.00032397,0.00050654
462,"Do you want to still do your mammograms, you can also stop doing them, because you don't have just double checking.",0,0,0,0,0.035970889,0.000195847,0.051919524,0.000940574,0.000407018,0.000281192,0.764215887,0.000231063,0.001525455,0.000615354,8.96E-05,0.000181017,0.000302211,0.004001847,0.001009504,0.097292654,0.010857103,0.001402051,4.86E-05,0.008507027,0.003248358,0.00018287,0.00025662,0.01522757,0.00014089,0.000151751,2.19E-05,1.29E-05,0.000131603,1.13E-05,0.000106236,6.30E-05,6.83E-05,0.000243196,2.07E-05,1.38E-05,2.88E-05,1.58E-05,2.89E-05,1.84E-06,2.93E-05
463,You do not have a history of breast cancer.,0,0,0,0,0.606894672,0.000306661,0.354236275,0.00069082,0.000779516,0.000935496,0.005894213,4.82E-05,0.000601904,9.88E-05,1.58E-05,7.32E-05,0.000707188,0.0177061,0.000123701,0.000710395,0.005703411,0.000303297,0.000456491,0.001212785,0.000656053,0.000601544,7.78E-05,0.000364156,0.000119637,0.0001152,8.99E-05,3.47E-05,0.000155529,4.37E-06,1.58E-05,0.000112565,3.46E-05,3.06E-05,2.29E-05,5.59E-06,1.55E-05,7.94E-06,3.22E-05,1.88E-06,2.71E-06
464,Correct.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
465,"
Okay,
I think, from my perspective, we usually stopped doing them at 85.",0,0,0,0,0.906526327,0.000626967,0.068469197,0.003375619,0.001687688,0.001413396,0.001840796,0.000479502,0.001532554,0.00051992,3.66E-05,0.000431733,0.000486998,0.003264178,3.63E-05,0.001108758,0.002523294,0.000366874,0.001707726,0.000313121,0.000386401,0.000339485,7.18E-05,0.000124288,0.00075313,0.000171491,0.00050144,2.63E-05,0.000132822,0.000139757,3.18E-06,0.000359346,3.37E-05,8.95E-05,1.21E-05,4.43E-05,6.17E-06,3.38E-06,4.50E-05,5.25E-06,3.63E-06
466,"If you've had, you know if your breast if your mammogram, had been okay, I'm going to double check is, you know, you don't have a history of breast cancer bilateral negative Yeah, my perspective, you're done with mammograms, you don't need to continue doing them.",0,0,0,0,0.430513084,8.75E-05,0.560780883,0.000608967,0.000393418,0.000138633,0.000689709,2.35E-05,0.000164892,6.78E-05,2.24E-06,7.74E-06,0.00015175,0.00061058,8.62E-06,0.002010761,0.000973629,0.000103389,3.01E-05,0.00100044,0.000694336,3.98E-05,4.40E-06,0.000784218,5.25E-05,7.70E-06,1.35E-06,3.56E-06,6.04E-06,3.35E-07,1.35E-06,2.04E-06,1.68E-05,9.82E-06,1.44E-06,7.84E-07,1.28E-06,2.55E-07,3.99E-06,1.78E-07,1.04E-07
467,Yeah.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
468,Yep.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
469,Just give me one moment I'm going to double check something here.,0,0,0,0,0.170951962,0.000408611,0.05661447,0.000164972,0.000464696,0.000293343,0.000376026,9.39E-05,0.001471027,6.26E-05,9.74E-06,0.001158686,0.000721053,0.003531857,5.89E-05,0.011029528,0.002292731,0.002844437,0.000379282,0.725814104,0.011335202,0.001522581,9.32E-05,0.001085494,0.000993238,3.89E-05,6.75E-05,2.75E-05,0.000276798,6.32E-06,6.40E-06,0.000113354,0.001459786,0.003970374,8.65E-05,1.64E-05,2.62E-05,3.19E-06,0.000111324,1.35E-05,4.30E-06
470,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
471,And I will tell you officially One moment.,0,0,0,0,0.760791481,0.000953725,0.132373288,0.001599079,0.015941652,0.003165889,0.000819074,0.000723878,0.029171914,0.000144145,9.78E-05,0.000762361,0.002373248,0.001204138,8.48E-05,0.008467889,0.000470363,0.010357661,0.001504605,0.015391494,0.000751937,0.000299173,4.09E-05,0.000459146,0.00753551,0.000309871,0.000291253,6.69E-05,0.000366032,3.27E-05,4.60E-06,0.000249664,0.000360083,0.002474131,7.26E-05,0.00010109,6.77E-05,1.43E-05,5.94E-05,2.40E-05,2.05E-05
472,"
See,
you are good we usually stopped doing them after 75 years of age so unless you have a history of breast cancer.",0,0,0,0,0.323294044,0.000136134,0.638560295,0.000299031,0.001090475,0.001288998,0.025341,0.00014344,0.001784976,0.000599811,1.01E-05,4.75E-05,0.000189748,0.001198845,0.000104571,0.001479656,0.002560251,0.000176524,0.000155257,0.000375206,0.000121698,9.95E-05,4.31E-05,0.000515108,0.000152673,5.88E-05,1.12E-05,2.97E-06,3.78E-05,1.07E-05,5.16E-06,4.85E-05,1.32E-05,1.63E-05,8.87E-06,8.55E-06,2.17E-06,1.32E-06,2.95E-06,8.18E-07,2.62E-06
473,"Okay, so you can't so yes it's official, I'm going to take it off your reminders, you can stop doing your mammograms, and you can cancel.",0,0,0,0,0.298893929,0.008719546,0.509415388,0.017603751,0.097407036,0.00746194,0.004075259,0.009603783,0.003247114,0.000219351,0.000111168,0.000291179,0.000823187,0.005056836,7.04E-05,0.009555437,0.012620282,0.002081697,0.000670976,0.007482766,0.00139526,0.000856759,7.67E-05,0.000764509,0.000498692,0.000146301,0.000206626,1.85E-05,8.44E-05,1.33E-05,5.07E-06,9.12E-05,4.35E-05,0.000224597,7.97E-05,1.41E-05,1.19E-05,1.21E-05,4.21E-05,5.49E-07,2.89E-06
474,"
Yes.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
475,You got it.,0,0,1,0,0.399637371,0.019471368,0.303726792,0.025516465,0.018896522,0.018546106,0.018701987,0.000839017,0.01628289,0.001414715,0.0005716,0.001846728,0.00262057,0.04559778,0.001931957,0.011512831,0.038007524,0.013278905,0.003712552,0.016320983,0.01226969,0.013813299,0.000505463,0.004065262,0.001456527,0.001200471,0.000848252,0.001244547,0.000568649,0.000232251,0.000324772,0.001347559,0.000811277,0.000672036,0.000555577,0.000230318,0.000449488,0.000250582,0.000415583,0.000116916,0.000186802
476,How about that.,0,0,0,0,0.002904445,0.007665021,0.000950302,0.004457591,0.000566097,0.025650844,0.000627531,0.000759823,0.00056341,0.048312254,0.002363284,0.006284166,0.001759241,0.001680383,0.003945899,0.001094545,0.000976426,0.003016164,0.006777817,0.011121877,0.002542266,0.008626283,0.786260247,0.005922039,0.004908922,0.001654024,0.000546855,0.017547579,0.002640584,0.00210246,0.000857733,0.004067206,0.003071162,0.001372144,0.004455797,0.01044522,0.002165007,0.000895091,0.005366642,0.001162579,0.001913052
477,It's great.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
478,Perfect.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
479,"All right, so, I'm the redboard gene and you do, you are due for bloodwork now, as we talked about before I want to make sure your kidney function stays stable, you are in a high risk medication called eliquis.",0,0,0,0,0.967378914,0.000147139,0.026777688,0.000591508,0.001113002,7.82E-05,0.000531583,9.12E-06,0.000919108,1.71E-05,5.54E-07,0.000128802,6.10E-06,0.000127619,6.50E-07,0.000459795,0.001015101,0.000338247,2.35E-05,0.000112526,0.000161825,1.16E-05,4.74E-07,3.08E-05,8.91E-06,1.68E-06,1.96E-07,2.62E-07,3.97E-07,3.60E-07,2.93E-08,1.37E-06,4.29E-06,1.07E-06,3.74E-08,1.36E-07,8.07E-08,2.18E-08,1.79E-07,7.20E-09,8.18E-08
480,It's a blood thinner.,0,0,0,0,0.895648897,0.000720694,0.037871528,0.001467757,0.002076325,0.001616482,0.049161144,0.000361311,0.000595243,0.000146681,4.19E-05,0.00022569,9.43E-05,0.00128848,0.000232226,0.000447564,0.001295522,0.0004651,0.000804141,0.000353456,0.001612641,0.002041942,4.21E-05,7.91E-05,7.47E-05,8.58E-05,0.000447266,0.000268769,0.000104477,3.52E-05,2.88E-05,0.000119721,4.00E-05,3.15E-05,1.08E-05,2.07E-05,1.04E-05,1.15E-05,1.14E-05,5.92E-06,2.77E-06
481,If your kidney function worsens we need to change the dose of your blood thinner so it is a safety issue.,0,0,0,0,0.849297702,1.06E-05,0.140471756,5.73E-05,0.00025692,7.52E-05,0.002298131,2.01E-05,0.000144912,3.66E-05,2.40E-06,6.90E-06,5.71E-05,0.00034253,6.28E-06,0.001720043,0.003077871,0.000185677,4.21E-05,0.000312038,0.001278475,8.83E-05,4.30E-06,0.000163315,3.81E-06,1.10E-05,1.42E-06,1.24E-06,1.56E-06,2.47E-06,9.03E-07,3.21E-06,1.21E-05,2.13E-06,8.44E-07,1.02E-06,2.46E-07,1.17E-07,1.11E-06,9.98E-08,2.40E-07
482,So it is important that you do get bloodwork done now.,0,0,0,0,0.16591607,7.44E-05,0.715826333,0.001382099,0.00219176,0.001428417,0.075337045,0.000154087,0.000424202,0.000876761,9.44E-05,4.41E-05,0.000555105,0.004601807,0.000259649,0.003810827,0.017919343,0.000776619,0.000701125,0.000918953,0.001850736,0.000306831,0.000444627,0.001675776,0.000200139,0.000784338,0.000123433,0.000134916,9.40E-05,4.51E-05,0.000300565,0.000232345,9.31E-05,8.49E-05,0.000113907,3.84E-05,4.29E-05,3.49E-05,5.38E-05,4.78E-06,4.73E-05
483,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
484,"
Good.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
485,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
486,You do not need to fast.,0,0,0,0,0.075262487,0.001241163,0.360902339,0.001124335,0.010277317,0.005656715,0.009387949,0.000548864,0.007650291,0.000684343,0.001923227,0.000910027,0.005202572,0.021887213,0.00120135,0.292920798,0.051620349,0.011644114,0.001237649,0.079522513,0.013773694,0.007855788,0.000745758,0.011852901,0.00134128,0.005466705,0.001305861,0.000471706,0.001650782,0.000347163,0.00093827,0.002509124,0.003138287,0.001961582,0.002921868,9.66E-05,0.001093931,0.000313799,0.000966623,0.000104767,0.000337958
487,Not.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
488,You do not need to fast nonfasting bloodwork.,0,0,0,0,0.157934636,0.000584928,0.698812723,0.000510528,0.012004224,0.00322425,0.003087382,0.000221131,0.002708084,0.000141319,0.0002943,0.000206927,0.001021171,0.006146227,0.00021408,0.047218602,0.036021259,0.002056029,0.000541651,0.014008543,0.004563676,0.003877432,0.000132038,0.001702662,0.00012978,0.000616428,0.000241078,0.000115209,0.000232538,3.70E-05,9.13E-05,0.000252889,0.000349107,0.00014892,0.000331249,7.14E-06,7.87E-05,3.03E-05,8.06E-05,6.74E-06,1.73E-05
489,You do not know yet.,0,0,0,0,0.117911026,0.005133363,0.249470338,0.019592829,0.038270459,0.012546204,0.032270845,0.001053375,0.007480264,0.002042655,0.006950321,0.001331492,0.138857871,0.067049228,0.006253437,0.051751871,0.016011246,0.037913129,0.005789965,0.014966346,0.012609662,0.007483781,0.002460381,0.039742772,0.003187541,0.023054248,0.014938063,0.00156271,0.021663131,0.000314033,0.003939445,0.003834315,0.002169926,0.001813575,0.012945687,0.001369765,0.005759946,0.004006591,0.003286139,0.000462551,0.00074954
490,Do not give them any urine I don't want them running those tests you are right.,0,0,0,0,0.32123667,0.000978097,0.291834682,0.005152647,0.002035122,0.000979722,0.24969393,0.000961582,0.006726009,0.000223114,0.000132936,0.00038672,0.001285645,0.007478342,0.001711834,0.053940799,0.015811821,0.001642618,0.000352727,0.008252616,0.009087354,0.001719116,0.000127881,0.013213997,0.000452495,0.000726156,0.000463086,0.00010697,0.000998722,2.94E-05,9.35E-05,0.000458161,0.000340119,0.000851599,0.000179192,1.49E-05,0.000120637,7.55E-05,7.78E-05,1.40E-05,3.18E-05
491,Do not Do not let them do that to you.,0,0,0,0,0.0920294,0.001208398,0.017598026,0.00456889,0.001040779,0.000351709,0.623691559,0.002245519,0.011639753,0.000233767,0.000199438,0.005787588,0.001509329,0.008654187,0.006997589,0.077727981,0.011846838,0.006725232,0.000650695,0.082256071,0.006171287,0.002832968,0.000478157,0.008185082,0.005867416,0.00186344,0.002215213,6.51E-05,0.003613418,0.000120674,0.00023756,0.002366755,0.000896911,0.006709681,0.000264351,0.000136474,0.000393164,0.00028387,0.00020364,3.28E-05,9.93E-05
